Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
BMU validation -NPI1B unit testing,CTET-4388,80970,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,06/Aug/24 9:51 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@401c3fd8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076zh:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",To Do,06/Aug/24 9:51 AM
"Update BMU EOL to reflect build, with hardware changes",CTET-4374,80939,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Aug/24 8:56 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6e0684d2,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i0756n:m,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",To Do,12/Aug/24 9:04 AM
"Update INV EOL to reflect build, with hardware changes",CTET-4373,80938,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Aug/24 8:56 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5afadb39,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i0756n:p,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",In Progress,12/Aug/24 9:04 AM
"Update SDS EOL to reflect build, with hardware changes",CTET-4372,80937,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Aug/24 8:56 AM,11/Aug/24 8:51 AM,14/Aug/24 8:48 AM,11/Aug/24 8:51 AM,,0,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b75d86d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3063,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0756n:i,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_172741276_*|*_10000_*:*_1_*:*_345393744_*|*_10001_*:*_1_*:*_0,,,78512,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,Done,11/Aug/24 8:51 AM
Order Parts for fixture assembly,CTET-4370,80931,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,02/Aug/24 9:57 AM,09/Aug/24 9:19 AM,14/Aug/24 8:48 AM,09/Aug/24 9:19 AM,,0,,,,,Soham Dange,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e38b1dd,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4227,Mechanical fixture complete [PENGUIN-SECUREBOOT],,,,,,,,,,0.0,,,,,,,,,,,,,2|i075w9:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_602534499_*|*_10001_*:*_1_*:*_0,,,80710,Mechanical fixture complete [PENGUIN-SECUREBOOT],Done,09/Aug/24 9:19 AM
3D print fixture,CTET-4369,80930,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,02/Aug/24 9:57 AM,09/Aug/24 9:19 AM,14/Aug/24 8:48 AM,09/Aug/24 9:19 AM,,0,,,,,Soham Dange,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7a7df211,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4227,Mechanical fixture complete [PENGUIN-SECUREBOOT],,,,,,,,,,0.0,,,,,,,,,,,,,2|i075w1:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_602548206_*|*_10001_*:*_1_*:*_0,,,80710,Mechanical fixture complete [PENGUIN-SECUREBOOT],Done,09/Aug/24 9:19 AM
Board Level Testing Support ,CTET-4366,80927,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,02/Aug/24 9:34 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,Support Generac Employee IE [~accountid:712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044] with Board Level Testing Down at Celestica ,,aaron.zetley,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5d9425da,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2968,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075vd:,,,,,6.0,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78152,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,In Progress,02/Aug/24 9:34 AM
Test spec defined [MANTA-ICT],CTET-4347,80898,Epic,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,01/Aug/24 1:08 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@ae3b098,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,{},,,,ghx-label-12,,,,To Do,,,,,,,grey,0.0,,,,,,,,,CTET-4344,,,,2|i075op:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,80885,Manta ICT Tester,In Progress,12/Aug/24 9:26 AM
Improve power.go script to make it more scalable,CTET-4345,80887,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,01/Aug/24 11:03 AM,12/Aug/24 10:31 AM,14/Aug/24 8:48 AM,12/Aug/24 10:31 AM,,0,,,"To reduce function length, create several functions for the logical steps taken in {{powerTest}} such as: {{setupPowerTest}}, {{readPower}}, {{evaluatePowerAccuracy}}, and {{reportPowerAccuracy}}.",,Seun Osiyemi,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1cd87787,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075mj:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_262279203_*|*_10000_*:*_1_*:*_686228368_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,12/Aug/24 10:31 AM
Modify Enter Service Case One script to be more robust ,CTET-4340,80876,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,01/Aug/24 5:14 AM,12/Aug/24 7:50 AM,14/Aug/24 8:48 AM,12/Aug/24 7:50 AM,,0,,,"Compliance test procedure: [https://generacet.atlassian.net/browse/CEH-45|https://generacet.atlassian.net/browse/CEH-45|smart-link] 
CTET test procedure: [https://neurio.atlassian.net/browse/CTET-2726|https://neurio.atlassian.net/browse/CTET-2726|smart-link] ",,Seun Osiyemi,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@d811c96,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075ml:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10547_*:*_1_*:*_2288_*|*_3_*:*_1_*:*_252617985_*|*_10000_*:*_1_*:*_707157237_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,12/Aug/24 7:50 AM
Start building micro inverter carts,CTET-4334,80867,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,31/Jul/24 3:54 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Dillon Dawson,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6655ba3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075ht:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,In Progress,01/Aug/24 2:03 PM
embed DC Power controls in LV harness,CTET-4326,80856,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:59 PM,09/Aug/24 4:08 PM,14/Aug/24 8:48 AM,09/Aug/24 4:08 PM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@be5ff59,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075aa:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_781744890_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 4:08 PM
Finalize J925 (PWRcell 2) parts and drawings,CTET-4325,80855,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:55 PM,13/Aug/24 2:26 PM,14/Aug/24 8:48 AM,13/Aug/24 2:26 PM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2fcb3e54,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075a9:9,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_339441035_*|*_10000_*:*_1_*:*_782030047_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,13/Aug/24 2:26 PM
Finalize J920 (PWRcell 1) parts and drawings,CTET-4324,80854,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:54 PM,13/Aug/24 2:26 PM,14/Aug/24 8:48 AM,13/Aug/24 2:26 PM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5fc1eb6a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075a9:i,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_339440391_*|*_10000_*:*_1_*:*_782042068_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,13/Aug/24 2:26 PM
Finalize J915 (RLC Load) parts and drawings,CTET-4323,80853,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:54 PM,09/Aug/24 4:08 PM,14/Aug/24 8:48 AM,09/Aug/24 4:08 PM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@719d508f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075ab:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_782060406_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 4:08 PM
Finalize J910 (Verivolt V SNS) parts and drawings,CTET-4322,80852,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:54 PM,13/Aug/24 3:33 PM,14/Aug/24 8:48 AM,13/Aug/24 3:33 PM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1b67c3ba,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075a9:4,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_343511340_*|*_10000_*:*_1_*:*_782073331_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,13/Aug/24 3:33 PM
Finalize J905 (Verivolt CTs) parts and drawings,CTET-4321,80851,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:53 PM,09/Aug/24 4:08 PM,14/Aug/24 8:48 AM,09/Aug/24 4:08 PM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@455828bd,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075ad:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_782092580_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 4:08 PM
Finalize J900 (LV Connections) parts and drawings,CTET-4320,80850,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:53 PM,09/Aug/24 4:08 PM,14/Aug/24 8:48 AM,09/Aug/24 4:08 PM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6fafc333,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075ah:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_782102138_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 4:08 PM
