Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Hook up Outside generator's Battery,CTET-4431,81056,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,07/Aug/24 4:49 PM,09/Aug/24 8:56 AM,14/Aug/24 8:48 AM,09/Aug/24 8:56 AM,,0,,,,,Ian Gills,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22543461,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076i5:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_144393723_*|*_10001_*:*_1_*:*_0,,,,,Done,09/Aug/24 8:56 AM
Test support coordination for WK / Reno sites,CTET-4430,81049,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,07/Aug/24 3:34 PM,13/Aug/24 9:51 PM,14/Aug/24 8:48 AM,13/Aug/24 9:51 PM,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1f0fa7ea,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0752a:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_541022917_*|*_10001_*:*_1_*:*_0,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,13/Aug/24 9:51 PM
Beg/Borrow/or Steal 5-ton for testing in WK,CTET-4429,81048,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,07/Aug/24 3:33 PM,13/Aug/24 9:50 PM,14/Aug/24 8:48 AM,13/Aug/24 9:50 PM,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3580d646,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ht:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_541053400_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,13/Aug/24 9:50 PM
Update and improve process for Voltron Reservations,CTET-4428,81047,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,07/Aug/24 3:32 PM,13/Aug/24 9:51 PM,14/Aug/24 8:48 AM,13/Aug/24 9:51 PM,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@c73dd66,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0752e:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_541096453_*|*_10001_*:*_1_*:*_0,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,13/Aug/24 9:51 PM
Work with Rick/Aaron on August Release testing process/integration into Test team.,CTET-4427,81046,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,07/Aug/24 3:31 PM,13/Aug/24 9:51 PM,14/Aug/24 8:48 AM,13/Aug/24 9:51 PM,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@59a0f8af,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0752f:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_541165635_*|*_10001_*:*_1_*:*_0,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,13/Aug/24 9:51 PM
Validate / Improve Cycle Testing Plugin,CTET-4426,81045,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,07/Aug/24 3:30 PM,13/Aug/24 9:51 PM,14/Aug/24 8:48 AM,13/Aug/24 9:51 PM,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7863febc,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076hx:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_541206179_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,13/Aug/24 9:51 PM
Suppot Voltron Testing - Reno Voltron,CTET-4425,81044,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,07/Aug/24 3:30 PM,13/Aug/24 9:51 PM,14/Aug/24 8:48 AM,13/Aug/24 9:51 PM,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4d721430,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0752d:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_541253606_*|*_10001_*:*_1_*:*_0,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,13/Aug/24 9:51 PM
Make plan for TC-16 layout,CTET-4424,81043,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,07/Aug/24 3:29 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3fd45661,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076gp:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,68003,Lab Buildout,To Do,07/Aug/24 3:29 PM
sync on expectations w/Beto/Devon,CTET-4423,81042,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,07/Aug/24 3:28 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@376cf3ee,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076gh:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,To Do,07/Aug/24 3:29 PM
Safety Design Review - Voltron,CTET-4422,81039,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,07/Aug/24 2:23 PM,09/Aug/24 9:06 AM,14/Aug/24 8:48 AM,09/Aug/24 9:06 AM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@246726e9,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075d2:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_153792410_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 9:06 AM
ME Design Review - Voltron,CTET-4421,81038,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,07/Aug/24 2:23 PM,09/Aug/24 9:06 AM,14/Aug/24 8:48 AM,09/Aug/24 9:06 AM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5d511af5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075cz:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_153798383_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 9:06 AM
RFQ custom parts,CTET-4420,81037,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,07/Aug/24 2:23 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3c911944,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076fd:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,09/Aug/24 9:06 AM
Finalize parts for custom rackmount solution,CTET-4419,81036,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,07/Aug/24 2:23 PM,09/Aug/24 9:06 AM,14/Aug/24 8:48 AM,09/Aug/24 9:06 AM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@11c90fb0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075cu:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_153810544_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 9:06 AM
Set up ePlan Network Library,CTET-4418,81035,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,07/Aug/24 2:22 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@47901f52,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-489,Eplan Database Development,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ex:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,67818,Eplan Database Development,In Progress,09/Aug/24 11:17 AM
Migrate to Desktop PC,CTET-4417,81034,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,07/Aug/24 2:22 PM,09/Aug/24 11:26 AM,14/Aug/24 8:48 AM,09/Aug/24 11:26 AM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3bfae756,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ep:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_520658_*|*_10000_*:*_1_*:*_161744143_*|*_10001_*:*_1_*:*_0,,,,,Done,09/Aug/24 11:26 AM
stow materials where Pallet racking will be placed for NPI1b,CTET-4416,81031,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,07/Aug/24 1:48 PM,09/Aug/24 8:11 AM,14/Aug/24 8:48 AM,09/Aug/24 8:11 AM,,0,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7f653d56,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076e9:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_152558965_*|*_10001_*:*_1_*:*_0,,,68003,Lab Buildout,Done,09/Aug/24 8:11 AM
Assemble Chrome wire racks for NPI1b,CTET-4415,81030,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,07/Aug/24 1:48 PM,09/Aug/24 8:11 AM,14/Aug/24 8:48 AM,09/Aug/24 8:11 AM,,0,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5ac1fb2,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076e1:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_152575366_*|*_10001_*:*_1_*:*_0,,,68003,Lab Buildout,Done,09/Aug/24 8:11 AM
Setup pallet racking for NPI1b,CTET-4414,81029,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,07/Aug/24 1:47 PM,09/Aug/24 8:10 AM,14/Aug/24 8:48 AM,09/Aug/24 8:10 AM,,0,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7de5970d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076dt:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_152584351_*|*_10001_*:*_1_*:*_0,,,68003,Lab Buildout,Done,09/Aug/24 8:10 AM
shipping 1st burn tester ,CTET-4413,81027,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,07/Aug/24 1:17 PM,12/Aug/24 8:48 AM,14/Aug/24 8:48 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@29a86d01,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076u5:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",In Progress,08/Aug/24 7:25 AM
Fix telemetry reporting,CTET-4412,81026,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,07/Aug/24 1:01 PM,12/Aug/24 1:10 PM,14/Aug/24 8:48 AM,12/Aug/24 1:10 PM,,0,,,,,Chris Zamora,,712020:4699bb68-5508-46dc-b636-cb217bf4188c,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@36296aed,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2983,24-Q2-KR8.1: Determine The Effectiveness of the SDS Impedance Tester,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0753d:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_432526594_*|*_10000_*:*_1_*:*_5743_*|*_10001_*:*_1_*:*_0,,,78274,24-Q2-KR8.1: Determine The Effectiveness of the SDS Impedance Tester,Done,12/Aug/24 1:10 PM
