Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (CTET custom link),Outward issue link (CTET custom link),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Install Bulkheads on Cabinet,CTET-3342,79216,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:59 AM,09/Jul/24 3:39 PM,09/Jul/24 3:47 PM,09/Jul/24 3:39 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3380,,,CTET-3306,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@532b6763,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i07055:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,3.0,,,,,,10000_*:*_1_*:*_1841984047_*|*_10001_*:*_1_*:*_0,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,09/Jul/24 3:39 PM
Install H-Vac unit on Cabinet,CTET-3340,79214,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:59 AM,08/Jul/24 10:22 AM,09/Jul/24 3:47 PM,05/Jul/24 9:09 AM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3378,,,CTET-3304,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6dcee11b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i0704x:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1473005828,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,08/Jul/24 10:22 AM
Apply power to HV panel and functionally validate all components,CTET-3339,79213,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:59 AM,09/Jul/24 3:42 PM,09/Jul/24 3:47 PM,09/Jul/24 1:11 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3376,,,CTET-3303,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3f6c3cba,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|hzzgib:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1833123281,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",To Do,09/Jul/24 3:42 PM
"Wire HV Panel test and control circuits (IE: Contactor control, feedback, etc.)",CTET-3338,79212,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:59 AM,09/Jul/24 2:44 PM,09/Jul/24 3:47 PM,08/Jul/24 4:24 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3375,,,CTET-3302,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2cc6ddae,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i07049:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1758296871,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,09/Jul/24 2:44 PM
"Wire HV Panel comms wires (IE: Ethernet, USB, etc.)",CTET-3337,79211,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:59 AM,09/Jul/24 1:11 PM,09/Jul/24 3:47 PM,08/Jul/24 4:24 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3374,,,CTET-3301,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@53745ace,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|hzzgih:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1758300424,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",To Do,09/Jul/24 1:11 PM
"Wire HV Panel Instrumentation (IE: Verivolts, etc.)",CTET-3336,79210,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:59 AM,09/Jul/24 1:10 PM,09/Jul/24 3:47 PM,08/Jul/24 4:24 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3373,,,CTET-3300,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@70d8a38e,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|hzzgip:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1758302385,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",To Do,09/Jul/24 1:10 PM
"Wire HV Panel power distribution (IE: HV Bus, Contactor mains, CBs, etc.)",CTET-3335,79209,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:58 AM,09/Jul/24 1:08 PM,09/Jul/24 3:47 PM,08/Jul/24 4:24 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3372,,,CTET-3299,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2fab152c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i0703d:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1758314660,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,09/Jul/24 1:08 PM
"Mount parts on HV Panel, including jumpers and accessories",CTET-3334,79208,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:58 AM,08/Jul/24 7:51 AM,09/Jul/24 3:47 PM,03/Jul/24 2:33 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3371,,,CTET-3298,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4d8d4ebc,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i0701w:i,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1319660685,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,08/Jul/24 7:51 AM
Apply power to LV panel and functionally validate all components,CTET-3333,79207,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:58 AM,09/Jul/24 1:07 PM,09/Jul/24 3:47 PM,09/Jul/24 9:04 AM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3370,,,CTET-3296,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@508e6023,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i07035:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1818324825,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,09/Jul/24 1:07 PM
Wire LV Panel test and control circuits,CTET-3332,79206,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:58 AM,08/Jul/24 7:51 AM,09/Jul/24 3:47 PM,03/Jul/24 2:33 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3369,,,CTET-3295,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@8f446cb,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i0702x:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1319676192,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,08/Jul/24 7:51 AM
Wire LV Panel comms wires,CTET-3331,79205,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:58 AM,08/Jul/24 7:51 AM,09/Jul/24 3:47 PM,03/Jul/24 2:33 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3368,,,CTET-3292,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@58c674d4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i07020:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1319676110,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,08/Jul/24 7:51 AM
Wire LV Panel safety circuits,CTET-3330,79204,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:58 AM,08/Jul/24 7:51 AM,09/Jul/24 3:47 PM,03/Jul/24 2:32 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3367,,,CTET-3294,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6d50c0da,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i0701z:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1319680808,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,08/Jul/24 7:51 AM
Wire LV Panel power distribution,CTET-3329,79203,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:58 AM,08/Jul/24 7:51 AM,09/Jul/24 3:47 PM,03/Jul/24 2:32 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3366,,,CTET-3291,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@b83bd51,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i0701x:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1319684678,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,08/Jul/24 7:51 AM
"Mount parts on LV Panel, including jumpers and accessories",CTET-3328,79202,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:58 AM,08/Jul/24 7:51 AM,09/Jul/24 3:47 PM,03/Jul/24 2:33 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3365,,,CTET-3290,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@69e453e9,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i0701w:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1319700768,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,08/Jul/24 7:51 AM
Mount Rackmount equipment in Cabinet,CTET-3311,79185,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:43 AM,03/Jul/24 11:06 AM,09/Jul/24 3:47 PM,,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3347,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@30c1dc54,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,1.0,,,,,,,,,,,,,2|i06zyh:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",To Do,18/Jun/24 7:43 AM
Mount HV Panel in Cabinet,CTET-3310,79184,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:43 AM,09/Jul/24 12:47 PM,09/Jul/24 3:47 PM,09/Jul/24 12:47 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3346,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@246088d2,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,1.0,,,,,,,,,,,,,2|i06zy9:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,10000_*:*_1_*:*_1832622168_*|*_10001_*:*_1_*:*_0,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",Done,09/Jul/24 12:47 PM
Mount LV Panel in Cabinet,CTET-3309,79183,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:43 AM,03/Jul/24 11:05 AM,09/Jul/24 3:47 PM,,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3345,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2875d397,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,1.0,,,,,,,,,,,,,2|i06zy1:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",To Do,18/Jun/24 7:43 AM
