Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (CTET custom link),Outward issue link (CTET custom link),Outward issue link (CTET custom link),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Depend),Outward issue link (Depend),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Design SDS Safety Cover V2,CTET-3025,78337,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Minor,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,29/May/24 11:16 AM,19/Jun/24 3:16 PM,10/Jul/24 8:44 AM,,,0,,,,,"Based on Feedback from CES East, redesign access locations if needed. 

Build V2 with 6mm PC.",,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,CTET-2978,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@645ebc74,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,1.0,,,,,,,,,,,,,2|i06rr5:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,To Do,29/May/24 11:16 AM
"Update Current, FLA, and SSCR in Design Document",CTET-3024,78336,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,29/May/24 10:27 AM,26/Jun/24 1:27 PM,10/Jul/24 8:44 AM,,,0,,,,,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2b6709b0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzgka:zzr,,,,,,,,,,,,,,,CTET 60324,CTET 52724,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,In Progress,31/May/24 9:41 AM
"Update HV Layout to support and additional 6U, check on Schneider solution for dual Disconnects",CTET-3023,78335,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,29/May/24 10:26 AM,02/Jun/24 9:55 PM,10/Jul/24 8:44 AM,02/Jun/24 9:55 PM,,0,,,,,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@70d598bc,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rox:i,,,,,,,,,,,,,,,CTET 52724,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_216833313_*|*_10000_*:*_1_*:*_170104852_*|*_10001_*:*_1_*:*_0,,,,,,,Done,02/Jun/24 9:55 PM
Migrate to new Harting and Harness Design,CTET-3022,78334,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,29/May/24 10:26 AM,31/May/24 6:23 PM,10/Jul/24 8:44 AM,31/May/24 6:23 PM,,0,,,,,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3774fb45,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rp1:,,,,,,,,,,,,,,,CTET 52724,,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_31274970_*|*_10000_*:*_1_*:*_170154899_*|*_10001_*:*_1_*:*_0,,,,,,,Done,31/May/24 6:23 PM
Add 200A Meltric to Library,CTET-3021,78333,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,29/May/24 10:26 AM,31/May/24 6:23 PM,10/Jul/24 8:44 AM,31/May/24 6:23 PM,,0,,,,,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7cb9de84,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06roz:,,,,,,,,,,,,,,,CTET 52724,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_201459934_*|*_10001_*:*_1_*:*_0,,,,,,,Done,31/May/24 6:23 PM
"Add Structure overview page, DB9 Splitters, and CAD for NI Xnet Card",CTET-3020,78332,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,29/May/24 10:25 AM,31/May/24 9:41 AM,10/Jul/24 8:44 AM,31/May/24 9:41 AM,,0,,,,,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5a66d8d3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rq1:,,,,,,,,,,,,,,,CTET 52724,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_170159271_*|*_10001_*:*_1_*:*_0,,,,,,,Done,31/May/24 9:41 AM
Migrade Mounting Panels to support another 6U for the DC PSU Joe May Use,CTET-3019,78331,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,29/May/24 10:24 AM,02/Jun/24 9:56 PM,10/Jul/24 8:44 AM,02/Jun/24 9:56 PM,,0,,,,,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@14049d63,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rox:9,,,,,,,,,,,,,,,CTET 52724,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_185536113_*|*_10000_*:*_1_*:*_201532714_*|*_10001_*:*_1_*:*_0,,,,,,,Done,02/Jun/24 9:56 PM
"Add Safety Add on Module, field wirable DB25 update Chroma and add Chroma to 3D CAD",CTET-3018,78330,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,29/May/24 10:24 AM,31/May/24 9:41 AM,10/Jul/24 8:44 AM,31/May/24 9:41 AM,,0,,,,,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@321d4566,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rpl:,,,,,,,,,,,,,,,CTET 52724,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_170225989_*|*_10001_*:*_1_*:*_0,,,,,,,Done,31/May/24 9:41 AM
"Remove 5V DCDC DB25 Breakout and USB connections, update the LV Layout",CTET-3017,78329,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,29/May/24 10:23 AM,02/Jun/24 9:55 PM,10/Jul/24 8:44 AM,02/Jun/24 9:55 PM,,0,,,,,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@344daa4a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06roy:,,,,,,,,,,,,,,,CTET 52724,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_216863893_*|*_10000_*:*_1_*:*_170260360_*|*_10001_*:*_1_*:*_0,,,,,,,Done,02/Jun/24 9:55 PM
"Remove VVLT3, 6, 8, 9, 10, 13, 10, 16, and update power and signals to the remaining sensors",CTET-3016,78328,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,29/May/24 10:22 AM,31/May/24 9:41 AM,10/Jul/24 8:44 AM,31/May/24 9:41 AM,,0,,,,,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3f0cec3c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rp5:,,,,,,,,,,,,,,,CTET 52724,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_170303842_*|*_10001_*:*_1_*:*_0,,,,,,,Done,31/May/24 9:41 AM
SDS Thermal - get Manta and Penguin logging thermistor data on CAN,CTET-3015,78327,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,29/May/24 9:26 AM,06/Jun/24 11:32 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Jon Thomas,,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@113885de,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-1748,24Q1-KR2.4: Complete Q1 DVPR tests,,,,,,0.0,,,,,,,,,,,,,2|i06rox:,,,,,,,,,,,,,,,CTET 52724,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,73941,24Q1-KR2.4: Complete Q1 DVPR tests,To Do,29/May/24 9:26 AM
SDS Thermal - install reworked penguin and confirm operation,CTET-3014,78326,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,29/May/24 9:24 AM,06/Jun/24 11:33 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Jon Thomas,,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@71aeff0a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-1748,24Q1-KR2.4: Complete Q1 DVPR tests,,,,,,0.0,,,,,,,,,,,,,2|i06rop:,,,,,,,,,,,,,,,CTET 52724,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,73941,24Q1-KR2.4: Complete Q1 DVPR tests,To Do,29/May/24 9:24 AM
Improve voltron repo: Create separate files to categorize functions in voltron1.go,CTET-3013,78324,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,29/May/24 7:34 AM,31/May/24 7:08 AM,10/Jul/24 8:44 AM,30/May/24 8:26 AM,,0,,,,,"This was executed on the *feature-voltron-dev* branch.

voltron1 directory, previously housing the plugins and other important library files, was renamed to *plugintests*. These library files (voltron1.go, channels.go, init_uds.go) have been either renamed and/or categorized into separate files and moved to the *voltron* folder. The *voltron* directory was added to this branch, and now serves as the library for the important files needed to conduct tests on the voltron tester. ",,Seun Osiyemi,,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,,,,,,,,,31/May/24 7:08 AM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240531-140734.png;https://neurio.atlassian.net/rest/api/3/attachment/content/50870,31/May/24 7:08 AM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240531-140854.png;https://neurio.atlassian.net/rest/api/3/attachment/content/50872,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67105bff,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,3.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,0.0,,,,,,,,,,,,,2|i06ro9:,,,,,,,,,,,,,,,CTET 51324,CTET 52024,CTET 52724,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,10547_*:*_1_*:*_1718_*|*_3_*:*_1_*:*_82073265_*|*_10000_*:*_1_*:*_7474541_*|*_10001_*:*_1_*:*_0,30/May/24 8:28 AM;60957172a56f2f006f65f1e9;See changes in feature-voltron-dev branch: [generacclean/voltron at feature-voltron-dev (github.com)|https://github.com/generacclean/voltron/tree/feature-voltron-dev],30/May/24 8:30 AM;60957172a56f2f006f65f1e9;I will pull the latest version of feature-voltron into my branch then I’ll create a PR to merge feature-voltron-dev commits to development,"31/May/24 7:08 AM;60957172a56f2f006f65f1e9;

!image-20240531-140734.png|width=228,height=119,alt=""image-20240531-140734.png""!

!image-20240531-140854.png|width=240,height=86,alt=""image-20240531-140854.png""!",,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,30/May/24 8:26 AM
Set Up Mini Voltron in WK Lab,CTET-3012,78323,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,29/May/24 7:30 AM,10/Jun/24 8:49 AM,10/Jul/24 8:44 AM,10/Jun/24 8:49 AM,,0,,,,,,,Tanner Whipps,,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3f796509,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,0.0,,,,,,,,,,,,,2|i06t3e:,,,,,,,,,,,,,,,CTET 60324,,,,,,,,,,,,,,,,13.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_1041505565_*|*_10001_*:*_1_*:*_0,,,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,10/Jun/24 8:49 AM
24-Q2-KR8.2: Penguin LTE Test Method Determined,CTET-3011,78312,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 3:38 PM,05/Jul/24 10:18 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@272e30e5,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,6.0,1.0,0.0,5.0,,,0.0,,,,,{},,,,ghx-label-1,,,,To Do,,,dark_grey,0.0,,,,,,,,,CTET-2991,,,,2|i06rlt:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,78292,24-Q2-O8: Evaluate final production testers,To Do,28/May/24 3:38 PM
24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,CTET-3010,78311,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 3:35 PM,10/Jul/24 6:57 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a53bead,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,21.0,15.0,4.0,2.0,,,0.0,,,,,{},,,,ghx-label-6,,,,To Do,,,green,0.0,,,,,,,,,CTET-2990,,,,2|i06rlk:z,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,78291,24-Q2-O7: Validate every firmware release,To Do,28/May/24 3:35 PM
24-Q2-KR7.1: Voltron Runs 80% Automated Tests,CTET-3009,78310,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 3:34 PM,10/Jul/24 6:56 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3f1d4e5d,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,90.0,48.0,10.0,32.0,,,0.0,,,,,{},,,,ghx-label-6,,,,To Do,,,green,0.0,,,,,,,,,CTET-2990,,,,2|i06rlk:y,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,7.0,,,,,,,,,,,78291,24-Q2-O7: Validate every firmware release,To Do,28/May/24 3:34 PM
24-Q2-KR6.2: Inverter cabinet-level calibration station deployed,CTET-3008,78309,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 3:32 PM,25/Jun/24 8:00 PM,10/Jul/24 8:44 AM,,,0,,,,,* spec TBD,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5b5b4fd3,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,5.0,2.0,0.0,3.0,,,0.0,,,,,{},,,,ghx-label-5,,,,To Do,,,dark_teal,0.0,,,,,,,,,CTET-2989,,,,2|i06rlk:x,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,78290,24-Q2-O6: Deploy Calibration Stations,To Do,28/May/24 3:32 PM
24-Q2-KR6.1: SDS cabinet-level calibration station deployed,CTET-3007,78308,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 3:29 PM,03/Jul/24 11:26 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@dca2c15,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,56.0,24.0,2.0,30.0,,,0.0,,,,,{},,,,ghx-label-5,,,,To Do,,,dark_teal,0.0,,,,,,,,,CTET-2989,,,,2|i06rlk:v,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,5.0,,,,,,,,,,,78290,24-Q2-O6: Deploy Calibration Stations,To Do,28/May/24 3:29 PM
