Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Defect),Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
"Flyback, IGBT and e-Fuse Firmware requests",CTET-5218,82455,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:41 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,"we have 4 outstanding tickets to test the flyback on the 24V /120V circuit. this also involves the e-fuse and IGBT control/monitoring

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-471|https://generacet.atlassian.net/browse/MANTA-471|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-427|https://generacet.atlassian.net/browse/MANTA-427|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-430|https://generacet.atlassian.net/browse/MANTA-430|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-434|https://generacet.atlassian.net/browse/MANTA-434|smart-link] ",,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7896ca23,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dhd:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:41 PM
Confirm Firmware has Implemented Secure Element,CTET-5216,82453,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:24 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,"Secure element cannot be used at all to our knowledge currently. firmware needs to implement commands to interact with the chip and put this on CAN so we can read it in the test

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-474|https://generacet.atlassian.net/browse/MANTA-474|smart-link] ",,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@100e643f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dgx:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:24 PM
Confirm Hardware ID over CAN works,CTET-5215,82452,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:23 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,"This required 3 tickets per Firmware’s chosen implementation. it looks like writing is complete but reading is still a ToDo item



CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-412|https://generacet.atlassian.net/browse/MANTA-412|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-470|https://generacet.atlassian.net/browse/MANTA-470|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-424|https://generacet.atlassian.net/browse/MANTA-424|smart-link] ",,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4909fa3c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dgp:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:23 PM
Create ticket on Firmware's board and request Smart CT support,CTET-5214,82451,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:18 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,"Smart CTs did not have firmware when we launched NPI1B this needs to be implemented for production

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  

Ticket on Manta Firmware's Jira:

new ticket is needed for this",,Christopher Hoseit,dan.saft,Erich Beyer,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6414218b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dgh:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,2024-09-16 21:25:13.384,,16/Sep/24 2:25 PM;712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9;Are there any details on the Smart CT manufacturer(s) that we are supporting?,16/Sep/24 4:22 PM;712020:b063ae4d-b604-4c62-856d-f0138b203869;Do they support the 1-wire protocol to the smart cts? ,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:18 PM
Confirm functionality of relay commands from firmware team,CTET-5212,82449,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:14 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,"Omkar asked that the work around for putting PV in the opposite state of GEN to achieve GEN relays changing needed to be fixed and firmware needs to fully support this feature



CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link] 

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-413|https://generacet.atlassian.net/browse/MANTA-413|smart-link] ",,Christopher Hoseit,dan.saft,Erich Beyer,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@25c4ca4d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dg1:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,2024-09-16 21:21:37.623,,16/Sep/24 2:21 PM;712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9;[~accountid:712020:7f94a73c-76ef-4e49-955f-0610691041b5]  Is this asking what relay commands Manta currently supports?,"16/Sep/24 4:24 PM;712020:b063ae4d-b604-4c62-856d-f0138b203869;No, he is asking to fix the manufacturing mode so we can control the PV and Gen relays separate from each other. Currently, the PV is controlled to the opposite state as the GEN, so if we want to control all three relays to the open state we cannot. Either gen or PV will be closed.",82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:14 PM
Define SDS EOL Fixture Milestones and Deliverables,CTET-5197,82430,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,11/Sep/24 10:26 AM,20/Sep/24 3:53 PM,25/Sep/24 1:18 PM,20/Sep/24 3:53 PM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,CTET-5666,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@353d04fa,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2|i06ri9:jyi,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_83305054_*|*_10000_*:*_1_*:*_713946052_*|*_10001_*:*_1_*:*_0,,,,,Done,20/Sep/24 3:53 PM
Define Inverter EOL Fixtures Milestones and Deliverables,CTET-5196,82429,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,11/Sep/24 10:25 AM,20/Sep/24 3:53 PM,25/Sep/24 1:18 PM,20/Sep/24 3:53 PM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2a19b592,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ri9:jz,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_83309553_*|*_10000_*:*_1_*:*_713972853_*|*_10001_*:*_1_*:*_0,,,,,Done,20/Sep/24 3:53 PM
Order hardware for BIC/BIP manual testers,CTET-5194,82427,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,11/Sep/24 10:07 AM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,Dillon Dawson,,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@13d61e73,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07db5:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,In Progress,18/Sep/24 9:23 AM
Order hardware for ALC/ALP manual testers,CTET-5193,82426,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,11/Sep/24 10:04 AM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,Dillon Dawson,,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a1a375b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5180,Build ALC/ALP Manual FCT Fixture for NPI 2,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dax:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,82410,Build ALC/ALP Manual FCT Fixture for NPI 2,In Progress,17/Sep/24 9:51 AM
Create Purchase Orders for Aluminum Extrusion,CTET-5187,82419,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,11/Sep/24 9:17 AM,20/Sep/24 9:15 AM,25/Sep/24 1:18 PM,20/Sep/24 9:15 AM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@eddea97,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5180,Build ALC/ALP Manual FCT Fixture for NPI 2,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fbd:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_77190452_*|*_10000_*:*_1_*:*_700277380_*|*_10001_*:*_1_*:*_0,,,82410,Build ALC/ALP Manual FCT Fixture for NPI 2,Done,20/Sep/24 9:15 AM
"Send Youngen Design Files for Quick Turn ""Dummy"" Boards for Tester Mechanical Validation (ALP)",CTET-5176,82406,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,10/Sep/24 9:53 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,CTET-5175,CTET-5111,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@176e1eb8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5393,ALP FCT for NPI 2 - Develop Mechanical Fixture,,,,,,,,,,2.0,,,,,,,,,,,,,2|i06ri9:jx,,,,,,,,,,,,,,,,,,,,,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,82650,ALP FCT for NPI 2 - Develop Mechanical Fixture,In Progress,19/Sep/24 4:45 PM
"Send Youngen Design Files for Quick Turn ""Dummy"" Boards for Tester Mechanical Validation (ALC241)",CTET-5175,82405,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,10/Sep/24 9:52 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,CTET-5176,,,CTET-5174,CTET-5111,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@314a14e4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,ALC FCT for NPI 2 - Develop Mechanical Fixture,,,,,,,,,,3.0,,,,,,,,,,,,,2|i06ri9:jv,,,,,,,,,,,,,,,,,,,,,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,81561,ALC FCT for NPI 2 - Develop Mechanical Fixture,In Progress,19/Sep/24 4:45 PM
Monitor Youngen Status and Support Design Development,CTET-5174,82404,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,10/Sep/24 9:49 PM,23/Sep/24 6:01 PM,25/Sep/24 1:18 PM,23/Sep/24 6:01 PM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,CTET-5175,,,,CTET-5111,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@45dfecab,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5162,Manta PCBA NPI 2 - Develop Mechanical Fixture,,,,,,,,,,2.0,,,,,,,,,,,,,2|i07ga3:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_2_*:*_1025105835_*|*_10000_*:*_2_*:*_84429581_*|*_10001_*:*_1_*:*_0,,,82392,Manta PCBA NPI 2 - Develop Mechanical Fixture,Done,23/Sep/24 6:01 PM
Coordinate Mechanical and Electrical Design Integration,CTET-5168,82398,Story,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,10/Sep/24 5:00 PM,24/Sep/24 7:08 PM,25/Sep/24 1:18 PM,,,0,"Ensure seamless integration of mechanical and electrical designs for the PCBA fixture. Coordinate with both design teams to align timelines and specifications, ensuring the fixture meets all functional and operational requirements.",,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@603eb142,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5152,PWRMicro - PCBA FCT (Develop Test Fixture),,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rig:r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,82381,PWRMicro - PCBA FCT (Develop Test Fixture),To Do,10/Sep/24 5:00 PM
Conduct Design Review for Test Fixtures,CTET-5156,82385,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,10/Sep/24 3:34 PM,24/Sep/24 7:08 PM,25/Sep/24 1:18 PM,,,0,"Organize and conduct a design review meeting for the PCBA and EOL test fixtures. Ensure all stakeholders, including Jon Thomas and Jan Sudra, are present to discuss the design specifications, timelines, and any potential issues.",,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@782f443c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5152,PWRMicro - PCBA FCT (Develop Test Fixture),,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rig:i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,82381,PWRMicro - PCBA FCT (Develop Test Fixture),To Do,10/Sep/24 3:34 PM
Create RFQ Package for Test Fixtures,CTET-5155,82384,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,10/Sep/24 3:34 PM,24/Sep/24 7:08 PM,25/Sep/24 1:18 PM,,,0,"Prepare a Request for Quotation (RFQ) package for the fabrication of the PCBA and EOL test fixtures. This package should include detailed specifications, CAD models, and timelines for delivery.",,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7af1139d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5152,PWRMicro - PCBA FCT (Develop Test Fixture),,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rig:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,82381,PWRMicro - PCBA FCT (Develop Test Fixture),To Do,10/Sep/24 3:34 PM
