Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Defect),Outward issue link (Defect),Outward issue link (Defect),Attachment,Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
SWD mounted on Manta in TC-16,CTET-5092,82252,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,05/Sep/24 1:24 PM,07/Sep/24 6:13 PM,11/Sep/24 9:36 AM,07/Sep/24 6:13 PM,,0,,,,Tanner Whipps,,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7650072f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c80:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_190154522_*|*_10001_*:*_1_*:*_0,,,,,,,Done,07/Sep/24 6:13 PM
Voltron Manta Reinstall and Bring Up,CTET-5090,82230,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,05/Sep/24 12:17 PM,05/Sep/24 3:28 PM,11/Sep/24 9:36 AM,05/Sep/24 3:28 PM,,0,,,,aaron.zetley,,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@59d2eca1,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07cgx:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_11433105_*|*_10001_*:*_1_*:*_0,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,05/Sep/24 3:28 PM
Manta Board Investigation and Rework ,CTET-5089,82229,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Rick Sanner,712020:4255348e-78b9-4f22-ba9d-fbe0b881fbdf,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,05/Sep/24 12:17 PM,05/Sep/24 4:04 PM,11/Sep/24 9:36 AM,05/Sep/24 4:04 PM,,0,,,,aaron.zetley,,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1b266c21,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07cgp:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_13613243_*|*_10001_*:*_1_*:*_0,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,05/Sep/24 4:04 PM
Manta Board Failure debug ( 5Ton Start up without BMU/Inv with Grid present caused Damage to Manta Board) ,CTET-5088,82228,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Rick Sanner,712020:4255348e-78b9-4f22-ba9d-fbe0b881fbdf,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,05/Sep/24 12:17 PM,05/Sep/24 3:09 PM,11/Sep/24 9:36 AM,05/Sep/24 3:09 PM,,0,,,,aaron.zetley,,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@41952fff,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07cgh:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_10038061_*|*_10000_*:*_1_*:*_295157_*|*_10001_*:*_1_*:*_0,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,05/Sep/24 3:09 PM
Integrate latest factory common release into inverter plugin,CTET-5086,82225,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,05/Sep/24 12:01 PM,06/Sep/24 5:04 PM,11/Sep/24 9:36 AM,06/Sep/24 5:04 PM,,0,,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5b3db8b2,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i077uw:i,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_104583397_*|*_10000_*:*_1_*:*_5265_*|*_10001_*:*_1_*:*_0,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,06/Sep/24 5:04 PM
Run LED test,CTET-5085,82213,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,05/Sep/24 10:46 AM,05/Sep/24 2:09 PM,11/Sep/24 9:36 AM,05/Sep/24 2:09 PM,,0,,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4c13209f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i077uq:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_1953306_*|*_10000_*:*_1_*:*_10265792_*|*_10001_*:*_1_*:*_0,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,05/Sep/24 2:09 PM
Root cause boot looping on first penguin with eeprom test included.,CTET-5082,82199,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,05/Sep/24 9:43 AM,11/Sep/24 4:21 AM,05/Sep/24 10:19 AM,,,0,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@580dfc65,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2994,24-Q2-KR1.1: Update Flash Station Firmware,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0798y:hm,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78295,24-Q2-KR1.1: Update Flash Station Firmware,In Progress,05/Sep/24 9:43 AM
Gather cycle time data,CTET-5081,82198,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,05/Sep/24 9:42 AM,05/Sep/24 12:00 PM,11/Sep/24 9:36 AM,05/Sep/24 12:00 PM,,0,,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a02bdeb,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i077tf:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_8216313_*|*_10000_*:*_1_*:*_8395_*|*_10001_*:*_1_*:*_0,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,05/Sep/24 12:00 PM
Add Switch to TC-16 for changing between HSB and portable gen,CTET-5079,82192,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,05/Sep/24 9:35 AM,10/Sep/24 6:25 AM,11/Sep/24 9:36 AM,10/Sep/24 6:25 AM,,0,,,,Tanner Whipps,,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@36601359,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c80:d,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_420606796_*|*_10001_*:*_1_*:*_0,,,,,,,Done,10/Sep/24 6:25 AM
Fix Wire Harness for CTs in SDS on Voltron,CTET-5078,82191,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,05/Sep/24 9:34 AM,06/Sep/24 7:06 AM,11/Sep/24 9:36 AM,06/Sep/24 7:06 AM,,0,,"Looks like CT on INV1 and INV2 are backwards. 

!image-20240905-164637.png|width=266,height=79,alt=""image-20240905-164637.png""!",,Tanner Whipps,,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,05/Sep/24 9:47 AM;ug:2668c83c-e528-408a-9a1d-2b375e3940a8;image-20240905-164637.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51705,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7fe5feec,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c7x:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_192994_*|*_10000_*:*_1_*:*_77308463_*|*_10001_*:*_1_*:*_0,,,,,,,Done,06/Sep/24 7:06 AM
Celestica Support,CTET-5077,82185,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,05/Sep/24 8:11 AM,10/Sep/24 11:27 PM,11/Sep/24 9:36 AM,10/Sep/24 11:27 PM,,0,support,,,Ian Gills,,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5e72201c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bvl:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_3_*:*_481706388_*|*_10000_*:*_1_*:*_2819162_*|*_10001_*:*_3_*:*_2435003,,,,,,,Done,10/Sep/24 11:27 PM
setup thermal chamber,CTET-5076,82184,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,05/Sep/24 8:11 AM,10/Sep/24 9:40 AM,11/Sep/24 9:36 AM,,,0,,,,Ian Gills,,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7b0ee709,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzgah:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,68003,Lab Buildout,In Progress,05/Sep/24 8:58 AM
ALP/ALC Support Teset,CTET-5075,82183,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,05/Sep/24 8:11 AM,10/Sep/24 11:27 PM,11/Sep/24 9:36 AM,10/Sep/24 10:02 PM,10/Sep/24 12:00 AM,0,support,,,Ian Gills,,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@54bf5617,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2992,24-Q2-KR5.4: ALP PCBA Tester Built & Tested,,,,,,,,,,0.0,,,,,,,,,,,,,2|i079tp:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_479029388_*|*_10000_*:*_1_*:*_2862094_*|*_10001_*:*_1_*:*_0,,,,,78293,24-Q2-KR5.4: ALP PCBA Tester Built & Tested,Done,10/Sep/24 10:02 PM
BIC/BIP support tester,CTET-5074,82182,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,05/Sep/24 8:10 AM,10/Sep/24 10:02 PM,11/Sep/24 9:36 AM,10/Sep/24 10:02 PM,,0,,,,Ian Gills,,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4a399b49,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2969,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ck7:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_479025981_*|*_10000_*:*_1_*:*_2902561_*|*_10001_*:*_1_*:*_0,,,,,78153,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested,Done,10/Sep/24 10:02 PM
Go over Electricity and Electronics Training Series module 1,CTET-5073,82181,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,05/Sep/24 7:58 AM,10/Sep/24 9:22 AM,11/Sep/24 9:36 AM,10/Sep/24 9:22 AM,,0,,,,phill.McC,,,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@14fb6a81,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c8z:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_437039090_*|*_10001_*:*_1_*:*_0,,,,,68003,Lab Buildout,Done,10/Sep/24 9:22 AM
Provide BIP BIC testing support,CTET-5072,82180,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,05/Sep/24 7:46 AM,10/Sep/24 9:22 AM,11/Sep/24 9:36 AM,10/Sep/24 9:22 AM,,0,,,,phill.McC,,,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@495cd85f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2969,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c8t:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_437767949_*|*_10001_*:*_1_*:*_0,,,,,78153,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested,Done,10/Sep/24 9:22 AM
Provide ALC ALP testing support,CTET-5071,82178,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,05/Sep/24 7:41 AM,10/Sep/24 9:22 AM,11/Sep/24 9:36 AM,10/Sep/24 9:22 AM,,0,,help engineering with any issues they need to touble shoot and test any boards avialable. ,,phill.McC,,,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@39e4ef96,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c8q:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_438037596_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,10/Sep/24 9:22 AM
Validate scripts/new logic & support new RCs,CTET-5070,82177,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,05/Sep/24 7:39 AM,11/Sep/24 4:21 AM,11/Sep/24 9:36 AM,,,0,,,,Seun Osiyemi,,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@23ffbc6b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c8p:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,13.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,In Progress,05/Sep/24 12:30 PM
